id	char
2102	聆
2103	聊
2104	职
2105	联
2106	聚
2107	聪
2108	肆
2109	肉
2110	肌
2111	肓
2112	肚
2113	肝
2114	肠
2115	股
2116	肢
2117	肤
2118	肥
2119	肩
2120	肪
2121	肮
2122	肯
2123	育
2124	肺
2125	胀
2126	胁
2127	胃
2128	胆
2129	背
2130	胎
2131	胜
2132	胞
2133	胡
2134	胧
2135	胶
2136	胸
2137	能
2138	脂
2139	脆
2140	脉
2141	脊
2142	脏
2143	脑
2144	脖
2145	脚
2146	脱
2147	脷
2148	脸
2149	脾
2150	腐
2151	腕
2152	腥
2153	腰
2154	腹
2155	腻
2156	腾
2157	腿
2158	膀
2159	膊
2160	膏
2161	膛
2162	膝
2163	膨
2164	臂
2165	臣
2166	自
2167	臭
2168	至
2169	致
2170	舅
2171	舌
2172	舍
2173	舞
2174	舟
2175	航
2176	般
2177	舱
2178	艇
2179	良
2180	艰
2181	艱
2182	色
2183	艳
2184	艺
2185	艾
2186	节
2187	芜
2188	芥
2189	芬
2190	芭
2191	芯
2192	花
2193	芳
2194	苍
2195	苏
2196	苔
2197	若
2198	苦
2199	英
2200	苹
2201	茂
2202	范
2203	茄
2204	茉
2205	茫
2206	茶
2207	荆
2208	草
2209	荒
2210	荡
2211	荣
2212	荧
2213	荫
2214	药
2215	荷
2216	莉
2217	莎
2218	莫
2219	莱
2220	莲
2221	获
2222	莹
2223	菇
2224	菊
2225	菜
2226	菲
2227	菸
2228	萄
2229	萎
2230	萤
2231	营
2232	萧
2233	落
2234	著
2235	葡
2236	董
2237	葬
2238	葱
2239	蒂
2240	蒙
2241	蒲
2242	蒸
2243	蓄
2244	蓝
2245	蓦
2246	蔓
2247	蔷
2248	蕃
2249	蕊
2250	蕴
2251	蕾
2252	薄
2253	薇
2254	薪
2255	薰
2256	藉
2257	藏
2258	藤
2259	蘑
2260	虎
2261	虑
2262	虔
2263	虚
2264	虹
2265	虽
2266	虾
2267	蚀
2268	蚁
2269	蚂
2270	蚊
2271	蚕
2272	蚤
2273	蛀
2274	蛇
2275	蛊
2276	蛋
2277	蛛
2278	蛮
2279	蛾
2280	蜂
2281	蜕
2282	蜘
2283	蜜
2284	蜥
2285	蝉
2286	蝪
2287	蝶
2288	螂
2289	融
2290	螨
2291	螳
2292	蟀
2293	蟊
2294	蟋
2295	蠢
2296	血
2297	行
2298	衍
2299	街
2300	衡
2301	衣
2302	补
2303	表
2304	衫
2305	衬
2306	衰
2307	衷
2308	袋
2309	袜
2310	被
2311	袭
2312	袱
2313	裂
2314	装
2315	裙
2316	裝
2317	裡
2318	裤
2319	裱
2320	裸
2321	製
2322	褒
2323	褛
2324	褥
2325	褪
2326	褶
2327	襄
2328	襟
2329	西
2330	要
2331	覆
2332	見
2333	覺
2334	见
2335	观
2336	规
2337	觅
2338	视
2339	览
2340	觉
2341	角
2342	解
2343	觥
2344	触
2345	言
2346	記
2347	許
2348	誉
2349	誓
2350	說
2351	請
2352	警
2353	變
2354	讓
2355	讚
2356	计
2357	订
2358	认
2359	讨
2360	让
2361	训
2362	议
2363	讯
2364	记
2365	讲
2366	讳
2367	讶
2368	许
2369	论
2370	讽
2371	设
2372	访
2373	诀
2374	证
2375	评
2376	诅
2377	识
2378	诉
2379	词
2380	译
2381	试
2382	诗
2383	诚
2384	话
2385	诞
2386	诡
2387	询
2388	诣
2389	该
2390	诧
2391	语
2392	误
2393	诱
2394	说
2395	诵
2396	请
2397	诸
2398	诺
2399	读
2400	课
2401	谁
2402	谂
2403	调
2404	谅
2405	谈
2406	谊
2407	谋
2408	谎
2409	谐
2410	谓
2411	谜
2412	谢
2413	谣
2414	谦
2415	谧
2416	谨
2417	谬
2418	谱
2419	谷
2420	豆
2421	豚
2422	象
2423	豪
2424	豹
2425	貌
2426	負
2427	贝
2428	负
2429	财
2430	责
2431	败
2432	账
2433	货
2434	质
2435	贩
2436	贪
2437	贫
2438	贬
2439	购
2440	贱
2441	贴
2442	贵
2443	贷
2444	费
2445	贺
2446	贼
2447	资
2448	赌
2449	赎
2450	赏
2451	赐
2452	赖
2453	赚
2454	赛
2455	赞
2456	赠
2457	赢
2458	赤
2459	赦
2460	赫
2461	走
2462	赶
2463	起
2464	趁
2465	超
2466	越
2467	趟
2468	趣
2469	足
2470	跃
2471	跌
